PzYcHO(Legacy) Killed P3N3TRATION(Impact).
Nippy(Legacy) Killed nirvasa(GUARDIANZ).
yamcha(Legacy) Killed Meate(Damage).
yamcha(Legacy) Killed 아크(Imladris).
yamcha(Legacy) Killed LaidNPaid(KingdomOfAden).
Dethklok(Royalty) Killed Yulia^(Legacy).
LaidNPaid(KingdomOfAden) Killed GuyStill(Legacy).
Däga(Legacy) Killed frontK(Legacy).
Däga(Legacy) Killed frontK(Legacy).
Digital(Legacy) Killed aaachris(Kull).
KoldNinja(Ascension) Killed EdgyAsHell(Legacy).
khu(Ascension) Killed EdgyAsHell(Legacy).
Alesie(Legacy) Killed aaachris(Kull).
Shinobu(Ascension) Killed yamcha(Legacy).
GiaBella(Sky) Killed shar1(Legacy).
NinjaMoves(LaughingCoffin) Killed Joker7even(Legacy).
Digital(Legacy) Killed john0989(소나무).
Liven(Legacy) Killed plugged(FenrisWolf).
Liven(Legacy) Killed A72CHA7vG3L(Sky).
Digital(Legacy) Killed GuIdan(Outlaws).
kingDaiSoai(Sky) Killed Liven(Legacy).
Digital(Legacy) Killed john0989(소나무).
Digital(Legacy) Killed john0989(소나무).
Digital(Legacy) Killed john0989(소나무).
Digital(Legacy) Killed john0989(소나무).
deeezeee(Legacy) Killed Phaerex(Legacy).
LawHavok(Legacy) Killed Jesbus(Legacy).
LawHavok(Legacy) Killed Raiiden(Legacy).
Digital(Legacy) Killed khu(Ascension).
PapayaSalad(Legacy) Killed OBFURY(War).
PapayaSalad(Legacy) Killed NeoJin(TheKindred).
PapayaSalad(Legacy) Killed Ockmog(Akatsuki).
PapayaSalad(Legacy) Killed JVon(TearsOfValhalla).
PapayaSalad(Legacy) Killed Magetank(BurnBabyBurn).
Elendaria(BraceYoursElves) Killed PapayaSalad(Legacy).
PapayaSalad(Legacy) Killed Argworth(SwordArtOnline).
PapayaSalad(Legacy) Killed NeoJin(TheKindred).
PapayaSalad(Legacy) Killed dopel%(LigaBrasil).
PapayaSalad(Legacy) Killed IamOvo(BraceYoursElves2).
PapayaSalad(Legacy) Killed Mouth4War(Cortania).
PapayaSalad(Legacy) Killed UNINVITED2(TORTUR3D).
PapayaSalad(Legacy) Killed NeoJin(TheKindred).
PapayaSalad(Legacy) Killed ColdDeath(DarkEmpire).
PapayaSalad(Legacy) Killed Mouth4War(Cortania).
Sepulcher(BurnBabyBurn) Killed PapayaSalad(Legacy).
PapayaSalad(Legacy) Killed Elendaria(BraceYoursElves).
PapayaSalad(Legacy) Killed ColdDeath(DarkEmpire).
PapayaSalad(Legacy) Killed Mouth4War(Cortania).
PapayaSalad(Legacy) Killed Sepulcher(BurnBabyBurn).
PapayaSalad(Legacy) Killed ColdDeath(DarkEmpire).
Elendaria(BraceYoursElves) Killed PapayaSalad(Legacy).
Cotillion(Unruly) Killed PapayaSalad(Legacy).
Cotillion(Unruly) Killed PapayaSalad(Legacy).
LezBow(Legacy) Killed aaachris(Kull).
LezBow(Legacy) Killed aaachris(Kull).
살인마(FairyTail) Killed EdgyAsHell(Legacy).
살인마(FairyTail) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
살인마(FairyTail) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
nobs(KingdomOfAden) Killed EdgyAsHell(Legacy).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed ElPaChuCo23(Paragon).
RareHunterX(Legacy) Killed DEATHWISH(무한).
ElPaChuCo23(Paragon) Killed RareHunterX(Legacy).
tophoe(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed BABAD00K(Paragon).
RareHunterX(Legacy) Killed tophoe(Paragon).
RareHunterX(Legacy) Killed echu(무한).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed TheTiger(무한).
RareHunterX(Legacy) Killed tophoe(Paragon).
RareHunterX(Legacy) Killed Caskazilla(Paragon).
RareHunterX(Legacy) Killed ElPaChuCo23(Paragon).
RareHunterX(Legacy) Killed Caeli(LaughingCoffin).
RareHunterX(Legacy) Killed THANATO(Paragon).
tophoe(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed tophoe(Paragon).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed THANATO(Paragon).
RareHunterX(Legacy) Killed ggthx(Paragon).
ElPaChuCo23(Paragon) Killed RareHunterX(Legacy).
Happychair(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed Caskazilla(Paragon).
ElPaChuCo23(Paragon) Killed zaia@(Legacy).
ElPaChuCo23(Paragon) Killed zaia@(Legacy).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
ElPaChuCo23(Paragon) Killed RareHunterX(Legacy).
Caskazilla(Paragon) Killed zaia@(Legacy).
Jedrow(Ascension) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed GTTerian().
BABAD00K(Paragon) Killed RareHunterX(Legacy).
zaia@(Legacy) Killed Tickles(Paragon).
RareHunterX(Legacy) Killed Sparrowhawk(Paragon).
RareHunterX(Legacy) Killed ElPaChuCo23(Paragon).
ElPaChuCo23(Paragon) Killed RareHunterX(Legacy).
Sparrowhawk(Paragon) Killed RareHunterX(Legacy).
Sparrowhawk(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed Blazingeyes(conwaygirls).
Jedrow(Ascension) Killed RareHunterX(Legacy).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed THANATO(Paragon).
RareHunterX(Legacy) Killed Happychair(Paragon).
RareHunterX(Legacy) Killed THANATO(Paragon).
tophoe(Paragon) Killed RareHunterX(Legacy).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
BurnOneDown(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed THANATO(Paragon).
tophoe(Paragon) Killed zaia@(Legacy).
RareHunterX(Legacy) Killed Senpai(Paragon).
BABAD00K(Paragon) Killed RareHunterX(Legacy).
tophoe(Paragon) Killed zaia@(Legacy).
ElPaChuCo23(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed THANATO(Paragon).
THANATO(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed Wallie(SwordsofFate).
ElPaChuCo23(Paragon) Killed RareHunterX(Legacy).
Tickles(Paragon) Killed RareHunterX(Legacy).
THANATO(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed THANATO(Paragon).
RareHunterX(Legacy) Killed ElPaChuCo23(Paragon).
THANATO(Paragon) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed Bush(Royalty).
원수(FairyTail) Killed EdgyAsHell(Legacy).
원수(FairyTail) Killed EdgyAsHell(Legacy).
RareHunterX(Legacy) Killed Gundres(KingdomOfAden).
RareHunterX(Legacy) Killed Elendaria(BraceYoursElves).
RareHunterX(Legacy) Killed 바나나맛(FairyTail).
RareHunterX(Legacy) Killed Soahc(Unruly).
RareHunterX(Legacy) Killed DuckieOfDoom(Sky).
RareHunterX(Legacy) Killed Asherah(KingdomOfAden).
RareHunterX(Legacy) Killed IveGotASword(Sky).
RareHunterX(Legacy) Killed nobs(KingdomOfAden).
RareHunterX(Legacy) Killed Inccubus(KingdomOfAden).
원수(FairyTail) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed alvinjjang(FairyTail).
RareHunterX(Legacy) Killed Hexfire(KingdomOfAden).
RareHunterX(Legacy) Killed 666Harbinger(TheMainEvent).
Requiem(BraceYoursElves) Killed RareHunterX(Legacy).
Requiem(BraceYoursElves) Killed RareHunterX(Legacy).
RareHunterX(Legacy) Killed Drazen(BraceYoursElves2).
LaidNPaid(KingdomOfAden) Killed Verdraine(Legacy).
살인마(FairyTail) Killed RareHunterX(Legacy).
원수(FairyTail) Killed EdgyAsHell(Legacy).
RareHunterX(Legacy) Killed Clowek(Sky).
RareHunterX(Legacy) Killed 살인마(FairyTail).
원수(FairyTail) Killed RareHunterX(Legacy).
원수(FairyTail) Killed EdgyAsHell(Legacy).
Hexfire(KingdomOfAden) Killed EdgyAsHell(Legacy).
Hexfire(KingdomOfAden) Killed EdgyAsHell(Legacy).
살인마(FairyTail) Killed Arach(Legacy).
살인마(FairyTail) Killed Verdraine(Legacy).
